kata_awal,kata_stemming
megakonstelasinya,megakonstelas
ruang,ruang
orbit,orbit
bumi,bumi
rendah,rendah
ditempati,tempat
satelit,satelit
terbatas,terbatas
fokus,fokus
berbeda,berbeda
visioner,visioner
indonesia,indonesia
negara,negara
negara,negara
khatulistiwa,khatulistiwa
mengeluarkan,mengeluar
deklarasi,deklarasi
bogota,bogota
1976,1976
mendorong,mendorong
pengakuan,pengaku
dunia,dunia
hubungan,hubung
khusus,khusus
orbit,orbit
geostasioner,geostasioner
dominasi,dominasi
ruang,ruang
orbit,orbit
menimbulkan,menimbul
kritik,kritik
protes,protes
keras,keras
negara,negara
negara,negara
lambat,lambat
berpartisipasi,berpartisipas
lawan,lawan
politik,politik
as,as
sekutunya,sekutu
china,china
melayangkan,layang
keluhan,keluh
perserikatan,perserikat
bangsa,bangsa
bangsa,bangsa
gangguan,ganggu
operasi,operasi
satelit,satelit
rencana,rencana
tindakan,tinda
balasan,balas
china,china
ancaman,ancam
rusia,rusia
satelit,satelit
komunikasi,komunikasi
starlink,starlink
dipakai,dipaka
ukraina,ukraina
garis,garis
kolonialisme,kolonialisme
kontemporer,kontemporer
berbahaya,berbahaya
klaim,klaim
kepemilikan,kepemili
de,de
facto,facto
pernyataan,pernyata
kepemilikannya,kepemili
bersifat,bersifat
pasif,pasif
berkembang,berkembang
ambiguitas,ambiguitas
hukum,hukum
mekanisme,mekanisme
penegakan,penega
hukum,hukum
penulis,penulis
setuju,tuju
gagasan,gagas
moriba,moriba
jah,jah
aiaa,aiaa
2023,2023
mengartikan,mengarti
okupasi,okupasi
pasif,pasif
diam,diam
diam,diam
bentuk,bentuk
klaim,klaim
kepemilikan,kepemili
pengelolaan,pengelola
pendudukan,pendudu
orbit,orbit
terbuka,terbuka
memiliki,milik
prioritas,prioritas
operasional,operasional
ruang,ruang
duduki,duduk
arti,arti
mengklaim,mengklaim
hak,hak
tindakan,tinda
hukum,hukum
okupasi,okupasi
ruang,ruang
orbit,orbit
implisit,implisit
klaim,klaim
ruang,ruang
penegasan,penegas
kepemilikan,kepemili
diam,diam
diam,diam
paradoks,paradoks
warisan,waris
umat,umat
manusia,manusia
tanggapan,tanggap
keras,keras
dominasi,dominasi
ruang,ruang
orbit,orbit
bernasib,bernasib
deklarasi,deklarasi
bogota,bogota
berbeda,berbeda
perjanjian,perjanji
1979,1979
ditolak,tolak
memunculkan,muncul
ketentuan,tentu
sumber,sumber
daya,daya
benda,benda
benda,benda
langit,langit
warisan,waris
umat,umat
manusia,manusia
perjanjian,perjanji
gagal,gagal
kurangnya,kurang
dukungan,dukung
spacefaring,spacefaring
nations,nations
isu,isu
isu,isu
utama,utama
kekhawatiran,khawatir
pembatasan,pembatas
hak,hak
milik,milik
pribadi,pribadi
komersialisasi,komersialisasi
ruang,ruang
angkasa,angkasa
menyebabkan,menyebab
negara,negara
enggan,enggan
menandatangani,menandatangan
perjanjian,perjanji
kritikus,kritikus
barat,barat
ketentuan,tentu
pasal,pasal
11,11
ayat,ayat
1,1
perjanjian,perjanji
dipandang,pandang
jalan,jalan
sosialisasi,sosialisasi
timothy,timothy
nelson,nelson
2011,2011
ironi,ironi
melekatkan,lekat
konotasi,konotasi
sosialis,sosialis
dugaan,duga
rumusan,rumus
diciptakan,cipta
blok,blok
soviet,soviet
sejatinya,sejati
rumusan,rumus
pasal,pasal
mencerminkan,mencermin
konsep,konsep
wilayah,wilayah
menguntungkan,menguntung
mencakup,mencakup
enjoyment,enjoyment
keuntungan,untung
penerimaan,penerima
hasil,hasil
paradoks,paradoks
pengaturan,pengatur
ruang,ruang
angkasa,angkasa
prinsip,prinsip
first,first
come,come
first,first
served,served
melingkupi,lingkup
kebiasaan,biasa
internasional,internasional
bidang,bidang
keantariksaan,antariksa
prinsip,prinsip
berkembang,berkembang
konsep,konsep
res,res
nullius,nullius
mengakui,mengaku
okupasi,okupasi
metode,metode
orisinal,orisinal
memperoleh,memperoleh
kepemilikan,kepemili
properti,properti
pemilik,milik
ost,ost
1967,1967
hakikatnya,hakikat
menetapkan,menetap
ruang,ruang
angkasa,angkasa
wilayah,wilayah
ekstra,ekstra
yurisdiksi,yurisdiksi
negara,negara
melaksanakan,laksana
hak,hak
kedaulatan,daulat
wilayah,wilayah
hukum,hukum
antariksa,antariksa
mengakui,mengaku
ruang,ruang
angkasa,angkasa
res,res
communis,communis
omnium,omnium
dimiliki,milik
masyarakat,masyarakat
konsep,konsep
konservatif,konservatif
mendahului,mendahulu
konsep,konsep
konsep,konsep
terkini,terkin
milik,milik
prinsip,prinsip
common,common
heritage,heritage
of,of
mankind,mankind
muncul,muncul
perjanjian,perjanji
khusus,khusus
negara,negara
negara,negara
berkembang,berkembang
menafsirkan,menafsir
konsep,konsep
mewujudkan,wujud
prinsip,prinsip
sumber,sumber
daya,daya
antariksa,antariksa
milik,milik
negara,negara
dibutuhkan,butuh
kendali,kendali
internasional,internasional
sumber,sumber
daya,daya
antariksa,antariksa
tujuan,tuju
mendistribusikan,mendistribusi
kekayaan,kaya
teknologi,teknologi
negara,negara
negara,negara
rezim,rezim
internasional,internasional
lambat,lambat
beradaptasi,beradaptas
negara,negara
swasta,swasta
komersialisasi,komersialisasi
ruang,ruang
angkasa,angkasa
menciptakan,mencipta
peluang,peluang
sisi,sisi
mengatalisasi,mengatalisas
organisasi,organisasi
multilateral,multilateral
memecah,memecah
dunia,dunia
rezim,rezim
regulasi,regulasi
terpisah,terpisah
terkoordinasi,terkoordinas
sempurna,sempurna
pembentukan,pembentu
artemis,artemis
accords,accords
2020,2020
digagas,gagas
dipimpin,pimpin
as,as
program,program
kemitraan,mitra
berisi,beris
serangkaian,rangkai
norma,norma
upaya,upaya
as,as
membangun,membangun
sekutu,sekutu
dominasi,dominasi
aktivitas,aktivitas
antariksa,antariksa
program,program
artemis,artemis
dipandang,pandang
berpusat,berpusat
as,as
kepentingan,penting
komersial,komersial
negara,negara
bergabung,bergabung
memilih,memilih
mematuhi,mematuh
perjanjian,perjanji
1979,1979
perjanjian,perjanji
komprehensif,komprehensif
kesepakatan,sepakat
disusun,susun
perjanjian,perjanji
bilateral,bilateral
menarik,menarik
negara,negara
dibandingkan,banding
perjanjian,perjanji
multilateral,multilateral
melibatkan,libat
konsensus,konsensus
kerja,kerja
internasional,internasional
luas,luas
sayangnya,sayang
kerangka,kerangka
regulasi,regulasi
internasional,internasional
cepat,cepat
beradaptasi,beradaptas
perkembangan,perkembang
aktivitas,aktivitas
antariksa,antariksa
melaju,laju
cepat,cepat
proliferasi,proliferasi
aktivitas,aktivitas
antariksa,antariksa
komersial,komersial
menuntut,menuntut
koordinasi,koordinasi
pengawasan,pengawas
kuat,kuat
meminimalkan,minimal
kecelakaan,celaka
teknis,teknis
dampak,dampak
negatif,negatif
lingkungan,lingkung
ketegangan,tegang
politik,politik
hukum,hukum
internasional,internasional
menjaga,menjaga
akuntabilitas,akuntabilitas
mengatur,mengatur
aktivitas,aktivitas
komersial,komersial
pemanfaatan,manfaat
ruang,ruang
angkasa,angkasa
adil,adil
berkesinambungan,berkesinambung
komunitas,komunitas
internasional,internasional
bergantung,bergantung
perjanjian,perjanji
mengatur,mengatur
mengorganisasikan,mengorganisasi
aktivitas,aktivitas
antariksa,antariksa
ost,ost
1967,1967
space,space
liability,liability
convention,convention
1972,1972
disayangkan,sayang
pedoman,pedoman
perilaku,perilaku
bertanggung,bertanggung
aktor,aktor
negara,negara
tata,tata
kelola,kelola
global,global
aktivitas,aktivitas
antariksa,antariksa
sepenuhnya,sepenuh
mengatur,mengatur
aktor,aktor
nonnegara,nonnegara
salah,salah
diharapkan,harap
dominasi,dominasi
swasta,swasta
berpotensi,berpotens
monopoli,monopoli
sumber,sumber
daya,daya
antariksa,antariksa
kepentingan,penting
komersial,komersial
melemahkan,lemah
kolaborasi,kolaborasi
eksplorasi,eksplorasi
mengutamakan,mengutama
keuntungan,untung
tujuan,tuju
ilmiah,ilmiah
semangat,semangat
perjanjian,perjanji
internasional,internasional
berkembangnya,berkembang
peran,peran
aktor,aktor
nonnegara,nonnegara
menantang,menantang
kapasitas,kapasitas
negara,negara
negara,negara
komunitas,komunitas
internasional,internasional
mengkaji,mengkaj
ulang,ulang
ost,ost
dipikirkan,pikir
traktat,traktat
antariksa,antariksa
komprehensif,komprehensif
tantangan,tantang
dibutuhkan,butuh
kerangka,kerangka
regulasi,regulasi
adil,adil
spesifik,spesifik
terkait,terkait
kepemilikan,kepemili
penggunaan,pengguna
sumber,sumber
daya,daya
antariksa,antariksa
tanggung,tanggung
sosial,sosial
lingkungan,lingkung
mekanisme,mekanisme
penegakan,penega
hukum,hukum
kuat,kuat
kompromi,kompromi
dibutuhkan,butuh
regulasi,regulasi
diterima,terima
kepentingan,penting
mendukung,mendukung
tata,tata
kelola,kelola
berkelanjutan,berkelanjut
pembentukan,pembentu
forum,forum
internasional,internasional
konferensi,konferensi
rutin,rutin
lintas,lintas
sektoral,sektoral
kepentingan,penting
keharusan,harus
dialog,dialog
terbuka,terbuka
dibutuhkan,butuh
membahas,membahas
memperbarui,memperbaru
protokol,protokol
protokol,protokol
sesuai,sesuai
perkembangan,perkembang
teknologi,teknologi
aktivitas,aktivitas
ilmiah,ilmiah
komersial,komersial
ruang,ruang
angkasa,angkasa
diatur,atur
bertanggung,bertanggung
mendesak,mendesak
ketegangan,tegang
meningkat,meningkat
isu,isu
berkembang,berkembang
pertikaian,pertikai
diplomatik,diplomatik
ketegangan,tegang
geopolitik,geopolitik
skenario,skenario
terburuk,terburuk
berujung,berujung
konflik,konflik
terbuka,terbuka
menteri,menteri
pendidikan,pendidi
dasar,dasar
menengah,menengah
abdul,abdul
mu,mu
ti,t
rapat,rapat
kerja,kerja
komisi,komisi
x,x
dpr,dpr
rabu,rabu
6,6
11,11
2024,2024
memaparkan,memapar
enam,enam
program,program
prioritas,prioritas
sektor,sektor
pendidikan,pendidi
dasar,dasar
menengah,menengah
program,program
program,program
bertujuan,bertuju
meningkatkan,meningkat
kualitas,kualitas
pendidikan,pendidi
meratakan,rata
akses,akses
anak,anak
bangsa,bangsa
mengacu,mengacu
undang,undang
undang,undang
nomor,nomor
20,20
2003,2003
sistem,sistem
pendidikan,pendidi
nasional,nasional
visi,visi
diusung,usung
pendidikan,pendidi
bermutu,bermutu
program,program
penguatan,penguat
pendidikan,pendidi
karakter,karakter
menekankan,menekan
akhlak,akhlak
kesehatan,sehat
siswa,siswa
dasar,dasar
pembentukan,pembentu
karakter,karakter
bangsa,bangsa
wajib,wajib
belajar,belajar
13,13
berfokus,berfokus
perluasan,perluas
akses,akses
pendidikan,pendidi
dukungan,dukung
pendidikan,pendidi
anak,anak
usia,usia
paud,paud
melibatkan,libat
sukarelawan,sukarelaw
pendidikan,pendidi
ketiga,tiga
peningkatan,peningkat
kualifikasi,kualifikasi
guru,guru
pelatihan,latih
peningkatan,peningkat
kesejahteraan,sejahtera
guru,guru
tujuan,tuju
mencetak,mencetak
tenaga,tenaga
pendidik,pendidik
berkualitas,berkualitas
keempat,empat
pendidikan,pendidi
literasi,literas
sains,sains
meningkatkan,meningkat
keterampilan,terampil
teknologi,teknologi
siswa,siswa
perbaikan,perbai
sarana,sarana
prasarana,prasarana
mencakup,mencakup
renovasi,renovasi
sekolah,sekolah
menciptakan,mencipta
lingkungan,lingkung
belajar,belajar
layak,layak
pembangunan,pembangun
bahasa,bahasa
sastra,sastra
melestarikan,lestari
bahasa,bahasa
daerah,daerah
meningkatkan,meningkat
literasi,literas
bahasa,bahasa
indonesia,indonesia
semangat,semangat
diusung,usung
mendikdasmen,mendikdasmen
relevan,relevan
cita,cita
cita,cita
keadilan,adil
sosial,sosial
terkandung,terkandung
pancasila,pancasila
uud,uud
1945,1945
pendidikan,pendidi
berkualitas,berkualitas
diakses,akses
rakyat,rakyat
indonesia,indonesia
daerah,daerah
terpencil,terpencil
luasnya,luas
wilayah,wilayah
indonesia,indonesia
disertai,serta
tantangan,tantang
geografis,geografis
akses,akses
pendidikan,pendidi
adil,adil
prioritas,prioritas
tantangan,tantang
ketimpangan,timpang
infrastruktur,infrastruktur
pendidikan,pendidi
daerah,daerah
daerah,daerah
terpencil,terpencil
diatasi,atas
menciptakan,mencipta
pemerataan,rata
pendidikan,pendidi
sesuai,sesuai
amanat,amanat
konstitusi,konstitusi
mencerdaskan,mencerdas
kehidupan,hidup
bangsa,bangsa
kesenjangan,senjang
kualitas,kualitas
pendidikan,pendidi
daerah,daerah
perkotaan,perkota
terpencil,terpencil
permasalahan,permasalah
serius,serius
indonesia,indonesia
pasal,pasal
31,31
uud,uud
1945,1945
warga,warga
negara,negara
berhak,berhak
pendidikan,pendidi
layak,layak
realitasnya,realitas
hak,hak
sepenuhnya,sepenuh
terpenuhi,terpenuh
daerah,daerah
terpencil,terpencil
sekolah,sekolah
sekolah,sekolah
wilayah,wilayah
kali,kali
kekurangan,kurang
tenaga,tenaga
pengajar,pengajar
fasilitas,fasilitas
pendukung,pendukung
berdampak,berdampak
kualitas,kualitas
pendidikan,pendidi
diterima,terima
siswa,siswa
bertentangan,bertentang
prinsip,prinsip
keadilan,adil
penyediaan,penyedia
akses,akses
pendidikan,pendidi
pemerintah,pemerin
meluncurkan,luncur
program,program
guru,guru
garis,garis
ggd,ggd
program,program
indonesia,indonesia
mengajar,mengajar
bertujuan,bertuju
mendistribusikan,mendistribusi
guru,guru
berkualitas,berkualitas
daerah,daerah
terpencil,terpencil
tantangan,tantang
dihadapi,hadap
kualitas,kualitas
pendidikan,pendidi
daerah,daerah
perhatian,perhati
terkait,terkait
peningkatan,peningkat
anggaran,anggar
pelatihan,latih
berkelanjutan,berkelanjut
guru,guru
kebijakan,kebija
inklusif,inklusif
langkah,langkah
siswa,siswa
indonesia,indonesia
kota,kota
pelosok,pelosok
menikmati,nikmat
hak,hak
pendidikan,pendidi
setara,tara
guru,guru
berkualitas,berkualitas
kunci,kunci
utama,utama
menentukan,menentu
keberhasilan,keberhasil
siswa,siswa
materi,materi
kurikulum,kurikulum
bertindak,bertindak
pembimbing,pembimbing
motivator,motivator
sumber,sumber
inspirasi,inspirasi
siswa,siswa
keberadaan,keberada
guru,guru
kompeten,kompeten
terlatih,terlatih
berpengalaman,berpengalam
meningkatkan,meningkat
hasil,hasil
belajar,belajar
siswa,siswa
signifikan,signifikan
penelitian,peneliti
guru,guru
kemampuan,mampu
mengajar,mengajar
mendorong,mendorong
prestasi,prestasi
akademik,akademik
siswa,siswa
tingkat,tingkat
studi,studi
sanders,sanders
rivers,rivers
1996,1996
menemukan,menemu
siswa,siswa
diajar,ajar
guru,guru
berkualitas,berkualitas
mengalami,mengalam
peningkatan,peningkat
prestasi,prestasi
akademik,akademik
dibandingkan,banding
siswa,siswa
belajar,belajar
guru,guru
kompetensi,kompetensi
rendah,rendah
mengajarkan,mengajar
pelajaran,pelajar
kelas,kelas
guru,guru
berkualitas,berkualitas
memanfaatkan,manfaat
metode,metode
pembelajaran,pembelajar
kreatif,kreatif
inovatif,inovatif
fokus,fokus
pencapaian,pencapai
akademis,akademis
pengembangan,pengembang
karakter,karakter
keterampilan,terampil
sosial,sosial
siswa,siswa
metode,metode
pembelajaran,pembelajar
efektif,efektif
interaktif,interaktif
proses,proses
belajar,belajar
menyenangkan,menyenang
meningkatkan,meningkat
motivasi,motivasi
belajar,belajar
siswa,siswa
daerah,daerah
indonesia,indonesia
memiliki,milik
akses,akses
guru,guru
berkualitas,berkualitas
daerah,daerah
terpencil,terpencil
tantangan,tantang
pengajaran,pengajar
bermutu,bermutu
guru,guru
ditempatkan,tempat
wilayah,wilayah
kali,kali
menghadapi,menghadap
keterbatasan,keterbatas
minimnya,minim
akses,akses
pelatihan,latih
profesional,profesional
kurangnya,kurang
sarana,sarana
pendukung,pendukung
dukungan,dukung
pemerintah,pemerin
terkadang,terkadang
memadai,mada
kualitas,kualitas
pengajaran,pengajar
rendah,rendah
salah,salah
terbesar,terbesar
distribusi,distribusi
guru,guru
merata,rata
guru,guru
guru,guru
berkualitas,berkualitas
cenderung,cenderung
mengajar,mengajar
daerah,daerah
perkotaan,perkota
memiliki,milik
fasilitas,fasilitas
akibatnya,akibat
sekolah,sekolah
daerah,daerah
terpencil,terpencil
kali,kali
kekurangan,kurang
guru,guru
kompeten,kompeten
ketimpangan,timpang
kualitas,kualitas
pendidikan,pendidi
faktor,faktor
motivasi,motivasi
kesejahteraan,sejahtera
guru,guru
hambatan,hambat
tersendiri,tersendir
kurangnya,kurang
insentif,insentif
tunjangan,tunjang
khusus,khusus
guru,guru
bertugas,bertugas
daerah,daerah
terpencil,terpencil
enggan,enggan
mengabdi,mengabd
wilayah,wilayah
dibutuhkan,butuh
solusi,solusi
komprehensif,komprehensif
meningkatkan,meningkat
motivasi,motivasi
guru,guru
daerah,daerah
terpencil,terpencil
mengatasinya,mengatas
strategi,strategi
diimplementasikan,implementasi
salah,salah
satunya,satu
meningkatkan,meningkat
kompetensi,kompetensi
guru,guru
pelatihan,latih
sertifikasi,sertifikasi
berkala,berkala
bertugas,bertugas
daerah,daerah
sulit,sulit
dijangkau,jangkau
penggunaan,pengguna
teknologi,teknologi
e,e
learning,learning
solusi,solusi
pelatihan,latih
jarak,jarak
guru,guru
mengembangkan,mengembang
kemampuan,mampu
meninggalkan,meninggal
tugas,tugas
peningkatan,peningkat
kompetensi,kompetensi
insentif,insentif
khusus,khusus
guru,guru
bersedia,bersedia
mengajar,mengajar
daerah,daerah
terpencil,terpencil
pemerintah,pemerin
tunjangan,tunjang
daerah,daerah
terpencil,terpencil
kenaikan,kenai
gaji,gaji
fasilitas,fasilitas
perumahan,rumah
layak,layak
kolaborasi,kolaborasi
sektor,sektor
lembaga,lembaga
swadaya,swadaya
masyarakat,masyarakat
sektor,sektor
swasta,swasta
lembaga,lembaga
pendidikan,pendidi
membantu,membantu
menyediakan,menyedia
sumber,sumber
daya,daya
tambahan,tambah
perusahaan,perusaha
teknologi,teknologi
menyediakan,menyedia
perangkat,perangkat
digital,digital
akses,akses
internet,internet
universitas,universitas
mengirim,mengirim
mahasiswa,mahasiswa
pendidikan,pendidi
magang,magang
asisten,asisten
guru,guru
sekolah,sekolah
sekolah,sekolah
langkah,langkah
inovatif,inovatif
mengatasi,mengatas
kekurangan,kurang
guru,guru
daerah,daerah
terpencil,terpencil
lulusan,lulus
akademi,akademi
militer,militer
akmil,akmil
dilibatkan,libat
tenaga,tenaga
pengajar,pengajar
individu,individu
individu,individu
pilihan,pilih
kecakapan,cakap
akademik,akademik
kedisiplinan,disiplin
lulus,lulus
seleksi,seleksi
ketat,ketat
segi,segi
akademik,akademik
fisik,fisik
