kata_awal,kata_stemming,kata_dasar_terdeteksi
ekonomi,ekonomi,ekon
konstruktif,konstruktif,konstruktif
upaya,upaya,paya
mendorong,mendorong,dor
aliran,alir,ali
modal,modal,dal
negeri,negeri,neger
menghadapi,menghadap,ada
pengenaan,pengena,gen
tarif,tarif,ari
resiprokal,resiprokal,es
32,32,32
persen,persen,per
trump,trump,rum
penerapannya,penerap,era
ditangguhkan,tangguh,angguh
90,90,90
kemampuan,mampu,ampu
diplomasi,diplomasi,asi
indonesia,indonesia,don
bernegosiasi,bernegosias,ego
krusial,krusial,kru
indonesia,indonesia,don
posisi,posisi,isi
retaliasi,retalias,ali
tarif,tarif,ari
resiprokal,resiprokal,es
as,as,as
balasan,balas,ala
bea,bea,bea
masuk,masuk,asu
persyaratan,persyarat,ara
tingkat,tingkat,tin
komponen,komponen,kom
negeri,negeri,neger
tkdn,tkdn,tkdn
keharusan,harus,aru
menyimpan,menyimp,nyi
penerimaan,penerima,pen
ekspor,ekspor,eks
negeri,negeri,neger
hambatan,hambat,ham
perdagangan,perdagang,aga
diterapkan,terap,era
indonesia,indonesia,don
rezim,rezim,rezim
internasional,internasional,asi
kuat,kuat,kuat
ditegakkan,tegak,tega
negara,negara,ara
negara,negara,ara
bergerak,bergerak,era
bidang,bidang,bida
antariksa,antariksa,anta
mengulangi,mengulang,gul
kesalahan,salah,ala
era,era,era
eksplorasi,eksplorasi,asi
imperialisme,imperialisme,ali
okupasi,okupasi,asi
berubah,rubah,bah
era,era,era
penjelajahan,penjelajah,aja
antariksa,antariksa,anta
supremasisme,supremasisme,asi
mendominasi,mendominas,dom
menguasai,menguasa,asa
mengontrol,mengontrol,rol
entitas,entitas,entit
kelompoknya,kelompok,elo
didukung,dukung,duk
kekuatan,kuat,kuat
modal,modal,dal
teknologi,teknologi,log
mutakhir,mutakhir,akh
hasrat,hasrat,has
superior,superior,per
menemukan,menemu,mu
jalan,jalan,ala
eksploitasi,eksploitasi,asi
orbit,orbit,bit
bumi,bumi,bum
tonggak,tonggak,ong
tata,tata,tata
kelola,kelola,elo
antariksa,antariksa,anta
outer,outer,ter
space,space,pace
treaty,treaty,treaty
ost,ost,ost
1967,1967,1967
komprehensif,komprehensif,ehe
membahas,membahas,bah
okupasi,okupasi,asi
orbit,orbit,bit
perjanjian,perjanji,janji
internasional,internasional,asi
meramalkan,ramal,ama
melarang,larang,ara
penyebaran,penyebar,bar
satelit,satelit,sat
kendali,kendali,ali
mengakibatkan,mengakibat,aki
pendudukan,pendudu,pen
ruang,ruang,rua
orbit,orbit,bit
bumi,bumi,bum
de,de,de
facto,facto,facto
katalog,katalog,kata
orbit,orbit,bit
satelit,satelit,sat
bumi,bumi,bum
badan,badan,ada
penerbangan,penerbang,ban
antariksa,antariksa,anta
nasa,nasa,asa
amerika,amerika,erik
serikat,serikat,erik
satelit,satelit,sat
diluncurkan,luncur,cur
orbit,orbit,bit
bumi,bumi,bum
rendah,rendah,dah
kian,kian,kia
bertambah,bertambah,ambah
satelit,satelit,sat
diluncurkan,luncur,cur
60,60,60
satelit,satelit,sat
mencapai,mencapa,apa
orbit,orbit,bit
minggu,minggu,inggu
amerika,amerika,erik
serikat,serikat,erik
terdepan,terdep,ter
starlink,starlink,lin
dioperasikan,operasi,asi
spacex,spacex,pace
milik,milik,ili
elon,elon,elo
musk,musk,mu
data,data,data
statistik,statistik,ati
peluncuran,luncur,cur
starlink,starlink,lin
dirangkum,rangkum,angku
februari,februari,ari
2025,2025,2025
7,7,7
086,086,086
satelit,satelit,sat
orbit,orbit,bit
42,42,42
000,000,000
satelit,satelit,sat
rencana,rencana,ana
megakonstelasinya,megakonstelas,ela
ruang,ruang,rua
orbit,orbit,bit
bumi,bumi,bum
rendah,rendah,dah
ditempati,tempat,empat
satelit,satelit,sat
terbatas,terbatas,atas
fokus,fokus,fokus
berbeda,berbeda,beda
visioner,visioner,ion
indonesia,indonesia,don
negara,negara,ara
negara,negara,ara
khatulistiwa,khatulistiwa,istiwa
mengeluarkan,mengeluar,elu
deklarasi,deklarasi,ara
bogota,bogota,bogot
1976,1976,1976
mendorong,mendorong,dor
pengakuan,pengaku,aku
dunia,dunia,dunia
hubungan,hubung,bun
khusus,khusus,hus
orbit,orbit,bit
geostasioner,geostasioner,asi
dominasi,dominasi,asi
ruang,ruang,rua
orbit,orbit,bit
menimbulkan,menimbul,meni
kritik,kritik,itik
protes,protes,es
keras,keras,era
negara,negara,ara
negara,negara,ara
lambat,lambat,lam
berpartisipasi,berpartisipas,arti
lawan,lawan,awa
politik,politik,itik
as,as,as
sekutunya,sekutu,kutu
china,china,hina
melayangkan,layang,ayan
keluhan,keluh,elu
perserikatan,perserikat,erik
bangsa,bangsa,angsa
bangsa,bangsa,angsa
gangguan,ganggu,gang
operasi,operasi,asi
satelit,satelit,sat
rencana,rencana,ana
tindakan,tinda,tin
balasan,balas,ala
china,china,hina
ancaman,ancam,anca
rusia,rusia,sia
satelit,satelit,sat
komunikasi,komunikasi,asi
starlink,starlink,lin
dipakai,dipaka,dipaka
ukraina,ukraina,ain
garis,garis,ari
kolonialisme,kolonialisme,ali
kontemporer,kontemporer,empo
berbahaya,berbahaya,bah
klaim,klaim,klaim
kepemilikan,kepemili,ili
de,de,de
facto,facto,facto
pernyataan,pernyata,nyata
kepemilikannya,kepemili,ili
bersifat,bersifat,sif
pasif,pasif,asi
berkembang,berkembang,ban
ambiguitas,ambiguitas,ambi
hukum,hukum,hukum
mekanisme,mekanisme,ani
penegakan,penega,pen
hukum,hukum,hukum
penulis,penulis,lis
setuju,tuju,tuju
gagasan,gagas,aga
moriba,moriba,iba
jah,jah,jah
aiaa,aiaa,aiaa
2023,2023,2023
mengartikan,mengarti,arti
okupasi,okupasi,asi
pasif,pasif,asi
diam,diam,dia
diam,diam,dia
bentuk,bentuk,bentuk
klaim,klaim,klaim
kepemilikan,kepemili,ili
pengelolaan,pengelola,elo
pendudukan,pendudu,pen
orbit,orbit,bit
terbuka,terbuka,buk
memiliki,milik,ili
prioritas,prioritas,prioritas
operasional,operasional,asi
ruang,ruang,rua
duduki,duduk,duduk
arti,arti,arti
mengklaim,mengklaim,klaim
hak,hak,hak
tindakan,tinda,tin
hukum,hukum,hukum
okupasi,okupasi,asi
ruang,ruang,rua
orbit,orbit,bit
implisit,implisit,implisit
klaim,klaim,klaim
ruang,ruang,rua
penegasan,penegas,gas
kepemilikan,kepemili,ili
diam,diam,dia
diam,diam,dia
paradoks,paradoks,ara
warisan,waris,ari
umat,umat,mat
manusia,manusia,anu
tanggapan,tanggap,angga
keras,keras,era
dominasi,dominasi,asi
ruang,ruang,rua
orbit,orbit,bit
bernasib,bernasib,asi
deklarasi,deklarasi,ara
bogota,bogota,bogot
berbeda,berbeda,beda
perjanjian,perjanji,janji
1979,1979,1979
ditolak,tolak,lak
memunculkan,muncul,mu
ketentuan,tentu,tentu
sumber,sumber,sum
daya,daya,daya
benda,benda,benda
benda,benda,benda
langit,langit,angit
warisan,waris,ari
umat,umat,mat
manusia,manusia,anu
perjanjian,perjanji,janji
gagal,gagal,aga
kurangnya,kurang,kur
dukungan,dukung,duk
spacefaring,spacefaring,ari
nations,nations,ati
isu,isu,isu
isu,isu,isu
utama,utama,ama
kekhawatiran,khawatir,ati
pembatasan,pembatas,atas
hak,hak,hak
milik,milik,ili
pribadi,pribadi,adi
komersialisasi,komersialisasi,ali
ruang,ruang,rua
angkasa,angkasa,angka
menyebabkan,menyebab,bab
negara,negara,ara
enggan,enggan,enggan
menandatangani,menandatangan,anda
perjanjian,perjanji,janji
kritikus,kritikus,itik
barat,barat,ara
ketentuan,tentu,tentu
pasal,pasal,asa
11,11,11
ayat,ayat,ayat
1,1,1
perjanjian,perjanji,janji
dipandang,pandang,anda
jalan,jalan,ala
sosialisasi,sosialisasi,ali
timothy,timothy,tim
nelson,nelson,nelson
2011,2011,2011
ironi,ironi,ironi
melekatkan,lekat,leka
konotasi,konotasi,asi
sosialis,sosialis,ali
dugaan,duga,duga
rumusan,rumus,mu
diciptakan,cipta,cip
blok,blok,blok
soviet,soviet,soviet
sejatinya,sejati,ati
rumusan,rumus,mu
pasal,pasal,asa
mencerminkan,mencermin,cermin
konsep,konsep,konsep
wilayah,wilayah,ayah
menguntungkan,menguntung,gun
mencakup,mencakup,aku
enjoyment,enjoyment,enjoyment
keuntungan,untung,tun
penerimaan,penerima,pen
hasil,hasil,asi
paradoks,paradoks,ara
pengaturan,pengatur,atur
ruang,ruang,rua
angkasa,angkasa,angka
prinsip,prinsip,prinsip
first,first,first
come,come,om
first,first,first
served,served,served
melingkupi,lingkup,kup
kebiasaan,biasa,asa
internasional,internasional,asi
bidang,bidang,bida
keantariksaan,antariksa,anta
prinsip,prinsip,prinsip
berkembang,berkembang,ban
konsep,konsep,konsep
res,res,es
nullius,nullius,nullius
mengakui,mengaku,aku
okupasi,okupasi,asi
metode,metode,metode
orisinal,orisinal,ina
memperoleh,memperoleh,emper
kepemilikan,kepemili,ili
properti,properti,erti
pemilik,milik,ili
ost,ost,ost
1967,1967,1967
hakikatnya,hakikat,aki
menetapkan,menetap,eta
ruang,ruang,rua
angkasa,angkasa,angka
wilayah,wilayah,ayah
ekstra,ekstra,eks
yurisdiksi,yurisdiksi,dik
negara,negara,ara
melaksanakan,laksana,aksa
hak,hak,hak
kedaulatan,daulat,aula
wilayah,wilayah,ayah
hukum,hukum,hukum
antariksa,antariksa,anta
mengakui,mengaku,aku
ruang,ruang,rua
angkasa,angkasa,angka
res,res,es
communis,communis,mu
omnium,omnium,om
dimiliki,milik,ili
masyarakat,masyarakat,ara
konsep,konsep,konsep
konservatif,konservatif,ati
mendahului,mendahulu,dah
konsep,konsep,konsep
konsep,konsep,konsep
terkini,terkin,ter
milik,milik,ili
prinsip,prinsip,prinsip
common,common,om
heritage,heritage,rit
of,of,of
mankind,mankind,man
muncul,muncul,mu
perjanjian,perjanji,janji
khusus,khusus,hus
negara,negara,ara
negara,negara,ara
berkembang,berkembang,ban
menafsirkan,menafsir,mena
konsep,konsep,konsep
mewujudkan,wujud,uju
prinsip,prinsip,prinsip
sumber,sumber,sum
daya,daya,daya
antariksa,antariksa,anta
milik,milik,ili
negara,negara,ara
dibutuhkan,butuh,butuh
kendali,kendali,ali
internasional,internasional,asi
sumber,sumber,sum
daya,daya,daya
antariksa,antariksa,anta
tujuan,tuju,tuju
mendistribusikan,mendistribusi,bus
kekayaan,kaya,kaya
teknologi,teknologi,log
negara,negara,ara
negara,negara,ara
rezim,rezim,rezim
internasional,internasional,asi
lambat,lambat,lam
beradaptasi,beradaptas,ada
negara,negara,ara
swasta,swasta,asta
komersialisasi,komersialisasi,ali
ruang,ruang,rua
angkasa,angkasa,angka
menciptakan,mencipta,cip
peluang,peluang,elu
sisi,sisi,isi
mengatalisasi,mengatalisas,ali
organisasi,organisasi,ani
multilateral,multilateral,era
memecah,memecah,cah
dunia,dunia,dunia
rezim,rezim,rezim
regulasi,regulasi,asi
terpisah,terpisah,isa
terkoordinasi,terkoordinas,din
sempurna,sempurna,empu
pembentukan,pembentu,pembentu
artemis,artemis,emis
accords,accords,cor
2020,2020,2020
digagas,gagas,aga
dipimpin,pimpin,impi
as,as,as
program,program,gram
kemitraan,mitra,mi
berisi,beris,beri
serangkaian,rangkai,angka
norma,norma,norma
upaya,upaya,paya
as,as,as
membangun,membangun,ban
sekutu,sekutu,kutu
dominasi,dominasi,asi
aktivitas,aktivitas,aktivitas
antariksa,antariksa,anta
program,program,gram
artemis,artemis,emis
dipandang,pandang,anda
berpusat,berpusat,pus
as,as,as
kepentingan,penting,pen
komersial,komersial,kom
negara,negara,ara
bergabung,bergabung,abu
memilih,memilih,ili
mematuhi,mematuh,emat
perjanjian,perjanji,janji
1979,1979,1979
perjanjian,perjanji,janji
komprehensif,komprehensif,ehe
kesepakatan,sepakat,epak
disusun,susun,sun
perjanjian,perjanji,janji
bilateral,bilateral,bila
menarik,menarik,ari
negara,negara,ara
dibandingkan,banding,ban
perjanjian,perjanji,janji
multilateral,multilateral,era
melibatkan,libat,iba
konsensus,konsensus,konsensus
kerja,kerja,kerja
internasional,internasional,asi
luas,luas,luas
sayangnya,sayang,ayan
kerangka,kerangka,angka
regulasi,regulasi,asi
internasional,internasional,asi
cepat,cepat,cepat
beradaptasi,beradaptas,ada
perkembangan,perkembang,ban
aktivitas,aktivitas,aktivitas
antariksa,antariksa,anta
melaju,laju,aju
cepat,cepat,cepat
proliferasi,proliferasi,asi
aktivitas,aktivitas,aktivitas
antariksa,antariksa,anta
komersial,komersial,kom
menuntut,menuntut,menu
koordinasi,koordinasi,asi
pengawasan,pengawas,awa
kuat,kuat,kuat
meminimalkan,minimal,ini
kecelakaan,celaka,cela
teknis,teknis,teknis
dampak,dampak,dam
negatif,negatif,ati
lingkungan,lingkung,kung
ketegangan,tegang,gang
politik,politik,itik
hukum,hukum,hukum
internasional,internasional,asi
menjaga,menjaga,aga
akuntabilitas,akuntabilitas,aku
mengatur,mengatur,atur
aktivitas,aktivitas,aktivitas
komersial,komersial,kom
pemanfaatan,manfaat,man
ruang,ruang,rua
angkasa,angkasa,angka
adil,adil,adi
berkesinambungan,berkesinambung,ambung
komunitas,komunitas,kom
internasional,internasional,asi
bergantung,bergantung,antun
perjanjian,perjanji,janji
mengatur,mengatur,atur
mengorganisasikan,mengorganisasi,ani
aktivitas,aktivitas,aktivitas
antariksa,antariksa,anta
ost,ost,ost
1967,1967,1967
space,space,pace
liability,liability,ili
convention,convention,ion
1972,1972,1972
disayangkan,sayang,ayan
pedoman,pedoman,dom
perilaku,perilaku,aku
bertanggung,bertanggung,anggun
aktor,aktor,aktor
negara,negara,ara
tata,tata,tata
kelola,kelola,elo
global,global,bal
aktivitas,aktivitas,aktivitas
antariksa,antariksa,anta
sepenuhnya,sepenuh,pen
mengatur,mengatur,atur
aktor,aktor,aktor
nonnegara,nonnegara,ara
salah,salah,ala
diharapkan,harap,ara
dominasi,dominasi,asi
swasta,swasta,asta
berpotensi,berpotens,pot
monopoli,monopoli,mono
sumber,sumber,sum
daya,daya,daya
antariksa,antariksa,anta
kepentingan,penting,pen
komersial,komersial,kom
melemahkan,lemah,lem
kolaborasi,kolaborasi,asi
eksplorasi,eksplorasi,asi
mengutamakan,mengutama,ama
keuntungan,untung,tun
tujuan,tuju,tuju
ilmiah,ilmiah,ilmiah
semangat,semangat,emang
perjanjian,perjanji,janji
internasional,internasional,asi
berkembangnya,berkembang,ban
peran,peran,era
aktor,aktor,aktor
nonnegara,nonnegara,ara
menantang,menantang,anta
kapasitas,kapasitas,apa
negara,negara,ara
negara,negara,ara
komunitas,komunitas,kom
internasional,internasional,asi
mengkaji,mengkaj,mengkaj
ulang,ulang,lang
ost,ost,ost
dipikirkan,pikir,kir
traktat,traktat,akta
antariksa,antariksa,anta
komprehensif,komprehensif,ehe
tantangan,tantang,anta
dibutuhkan,butuh,butuh
kerangka,kerangka,angka
regulasi,regulasi,asi
adil,adil,adi
spesifik,spesifik,es
terkait,terkait,kait
kepemilikan,kepemili,ili
penggunaan,pengguna,gun
sumber,sumber,sum
daya,daya,daya
antariksa,antariksa,anta
tanggung,tanggung,anggun
sosial,sosial,sia
lingkungan,lingkung,kung
mekanisme,mekanisme,ani
penegakan,penega,pen
hukum,hukum,hukum
kuat,kuat,kuat
kompromi,kompromi,kom
dibutuhkan,butuh,butuh
regulasi,regulasi,asi
diterima,terima,rim
kepentingan,penting,pen
mendukung,mendukung,duk
tata,tata,tata
kelola,kelola,elo
berkelanjutan,berkelanjut,anju
pembentukan,pembentu,pembentu
forum,forum,forum
internasional,internasional,asi
konferensi,konferensi,konferensi
rutin,rutin,rutin
lintas,lintas,lin
sektoral,sektoral,oral
kepentingan,penting,pen
keharusan,harus,aru
dialog,dialog,dia
terbuka,terbuka,buk
dibutuhkan,butuh,butuh
membahas,membahas,bah
memperbarui,memperbaru,aru
protokol,protokol,kol
protokol,protokol,kol
sesuai,sesuai,es
perkembangan,perkembang,ban
teknologi,teknologi,log
aktivitas,aktivitas,aktivitas
ilmiah,ilmiah,ilmiah
komersial,komersial,kom
ruang,ruang,rua
angkasa,angkasa,angka
diatur,atur,atur
bertanggung,bertanggung,anggun
mendesak,mendesak,desa
ketegangan,tegang,gang
meningkat,meningkat,meni
isu,isu,isu
berkembang,berkembang,ban
pertikaian,pertikai,erti
diplomatik,diplomatik,ati
ketegangan,tegang,gang
geopolitik,geopolitik,geopolitik
skenario,skenario,ari
terburuk,terburuk,bur
berujung,berujung,beru
konflik,konflik,konflik
terbuka,terbuka,buk
menteri,menteri,ente
pendidikan,pendidi,pen
dasar,dasar,asa
menengah,menengah,eneng
abdul,abdul,abdu
mu,mu,mu
ti,t,t
rapat,rapat,apa
kerja,kerja,kerja
komisi,komisi,isi
x,x,x
dpr,dpr,dpr
rabu,rabu,abu
6,6,6
11,11,11
2024,2024,2024
memaparkan,memapar,apa
enam,enam,enam
program,program,gram
prioritas,prioritas,prioritas
sektor,sektor,sek
pendidikan,pendidi,pen
dasar,dasar,asa
menengah,menengah,eneng
program,program,gram
program,program,gram
bertujuan,bertuju,tuju
meningkatkan,meningkat,meni
kualitas,kualitas,ali
pendidikan,pendidi,pen
meratakan,rata,rat
akses,akses,akses
anak,anak,ana
bangsa,bangsa,angsa
mengacu,mengacu,acu
undang,undang,dan
undang,undang,dan
nomor,nomor,nomor
20,20,20
2003,2003,2003
sistem,sistem,sis
pendidikan,pendidi,pen
nasional,nasional,asi
visi,visi,isi
diusung,usung,sun
pendidikan,pendidi,pen
bermutu,bermutu,mu
program,program,gram
penguatan,penguat,gua
pendidikan,pendidi,pen
karakter,karakter,ara
menekankan,menekan,enek
akhlak,akhlak,akh
kesehatan,sehat,seh
siswa,siswa,sis
dasar,dasar,asa
pembentukan,pembentu,pembentu
karakter,karakter,ara
bangsa,bangsa,angsa
wajib,wajib,aji
belajar,belajar,aja
13,13,13
berfokus,berfokus,fokus
perluasan,perluas,luas
akses,akses,akses
pendidikan,pendidi,pen
dukungan,dukung,duk
pendidikan,pendidi,pen
anak,anak,ana
usia,usia,sia
paud,paud,paud
melibatkan,libat,iba
sukarelawan,sukarelaw,are
pendidikan,pendidi,pen
ketiga,tiga,iga
peningkatan,peningkat,ning
kualifikasi,kualifikasi,ali
guru,guru,guru
pelatihan,latih,ati
peningkatan,peningkat,ning
kesejahteraan,sejahtera,eja
guru,guru,guru
tujuan,tuju,tuju
mencetak,mencetak,cetak
tenaga,tenaga,aga
pendidik,pendidik,didik
berkualitas,berkualitas,ali
keempat,empat,empat
pendidikan,pendidi,pen
literasi,literas,era
sains,sains,ain
meningkatkan,meningkat,meni
keterampilan,terampil,era
teknologi,teknologi,log
siswa,siswa,sis
perbaikan,perbai,per
sarana,sarana,ana
prasarana,prasarana,ana
mencakup,mencakup,aku
renovasi,renovasi,asi
sekolah,sekolah,kol
menciptakan,mencipta,cip
lingkungan,lingkung,kung
belajar,belajar,aja
layak,layak,ayak
pembangunan,pembangun,ban
bahasa,bahasa,asa
sastra,sastra,astra
melestarikan,lestari,ari
bahasa,bahasa,asa
daerah,daerah,daerah
meningkatkan,meningkat,meni
literasi,literas,era
bahasa,bahasa,asa
indonesia,indonesia,don
semangat,semangat,emang
diusung,usung,sun
mendikdasmen,mendikdasmen,das
relevan,relevan,rel
cita,cita,cit
cita,cita,cit
keadilan,adil,adi
sosial,sosial,sia
terkandung,terkandung,dung
pancasila,pancasila,anca
uud,uud,uud
1945,1945,1945
pendidikan,pendidi,pen
berkualitas,berkualitas,ali
diakses,akses,akses
rakyat,rakyat,rak
indonesia,indonesia,don
daerah,daerah,daerah
terpencil,terpencil,pen
luasnya,luas,luas
wilayah,wilayah,ayah
indonesia,indonesia,don
disertai,serta,serta
tantangan,tantang,anta
geografis,geografis,geografi
akses,akses,akses
pendidikan,pendidi,pen
adil,adil,adi
prioritas,prioritas,prioritas
tantangan,tantang,anta
ketimpangan,timpang,pan
infrastruktur,infrastruktur,infrastruktur
pendidikan,pendidi,pen
daerah,daerah,daerah
daerah,daerah,daerah
terpencil,terpencil,pen
diatasi,atas,atas
menciptakan,mencipta,cip
pemerataan,rata,rat
pendidikan,pendidi,pen
sesuai,sesuai,es
amanat,amanat,ama
konstitusi,konstitusi,itu
mencerdaskan,mencerdas,cerdas
kehidupan,hidup,dup
bangsa,bangsa,angsa
kesenjangan,senjang,sen
kualitas,kualitas,ali
pendidikan,pendidi,pen
daerah,daerah,daerah
perkotaan,perkota,kota
terpencil,terpencil,pen
permasalahan,permasalah,ala
serius,serius,seri
indonesia,indonesia,don
pasal,pasal,asa
31,31,31
uud,uud,uud
1945,1945,1945
warga,warga,warga
negara,negara,ara
berhak,berhak,hak
pendidikan,pendidi,pen
layak,layak,ayak
realitasnya,realitas,ali
hak,hak,hak
sepenuhnya,sepenuh,pen
terpenuhi,terpenuh,pen
daerah,daerah,daerah
terpencil,terpencil,pen
sekolah,sekolah,kol
sekolah,sekolah,kol
wilayah,wilayah,ayah
kali,kali,ali
kekurangan,kurang,kur
tenaga,tenaga,aga
pengajar,pengajar,aja
fasilitas,fasilitas,asi
pendukung,pendukung,duk
berdampak,berdampak,dam
kualitas,kualitas,ali
pendidikan,pendidi,pen
diterima,terima,rim
siswa,siswa,sis
bertentangan,bertentang,tan
prinsip,prinsip,prinsip
keadilan,adil,adi
penyediaan,penyedia,dia
akses,akses,akses
pendidikan,pendidi,pen
pemerintah,pemerin,meri
meluncurkan,luncur,cur
program,program,gram
guru,guru,guru
garis,garis,ari
ggd,ggd,ggd
program,program,gram
